captured_at,card_id,usage_count,public_deck_count,derived_public_deck_count,copy_count,usage_rank
2026-08-14T02:29:56.176061+00:00,bp01-028-pengullet-yearning-for-the-sky,254,254,0,0,13
2026-08-14T02:29:56.176061+00:00,bp01-029-azurobe-water-dragon-waltz,82,82,0,0,82
2026-08-14T02:29:56.176061+00:00,bp01-031-penking-mighty-warrior-of-the-deep,87,87,0,0,79
2026-08-14T02:29:56.176061+00:00,bp01-032-fuack-manic-wave-ripper,79,79,0,0,88
2026-08-14T02:29:56.176061+00:00,bp01-033-wumpo-frostpeak-sentinel,37,37,0,0,127
2026-08-14T02:29:56.176061+00:00,bp01-034-teafant-fountain-of-cheer,59,59,0,0,108
2026-08-14T02:29:56.176061+00:00,bp01-035-mau-cryst-harbinger-of-riches,43,43,0,0,121
2026-08-14T02:29:56.176061+00:00,bp01-036-celaray-loop-de-loop,93,93,0,0,75
2026-08-14T02:29:56.176061+00:00,bp01-037-surfent-swift-swimmer,12,12,0,0,147
2026-08-14T02:29:56.176061+00:00,bp01-038-cryolinx-arctic-ordeal,264,264,0,0,10
2026-08-14T02:29:56.176061+00:00,bp01-039-antique-curtain,68,68,0,0,100
2026-08-14T02:29:56.176061+00:00,bp01-040-antique-dresser,94,94,0,0,72
2026-08-14T02:29:56.176061+00:00,bp01-041-hot-spring,45,45,0,0,119
2026-08-14T02:29:56.176061+00:00,bp01-042-antique-mirror,202,202,0,0,23
2026-08-14T02:29:56.176061+00:00,bp01-043-sphere-workbench,52,52,0,0,112
2026-08-14T02:29:56.176061+00:00,bp01-044-pengullet-rocket-launcher,167,167,0,0,34
2026-08-14T02:29:56.176061+00:00,bp01-045-grappling-gun,122,122,0,0,58
2026-08-14T02:29:56.176061+00:00,bp01-046-victor-s-strategy,319,319,0,0,4
2026-08-14T02:29:56.176061+00:00,bp01-047-pal-sphere,272,272,0,0,8
2026-08-14T02:29:56.176061+00:00,bp01-048-aurora-guide,199,199,0,0,26
2026-08-14T02:29:56.176061+00:00,bp01-049-lyleen-blessing-of-the-goddess,263,263,0,0,11
2026-08-14T02:29:56.176061+00:00,bp01-050-digtoise-seismic-drillback,179,179,0,0,33
2026-08-14T02:29:56.176061+00:00,bp01-051-petallia-sweet-blessings,161,161,0,0,38
2026-08-14T02:29:56.176061+00:00,bp01-052-rushoar-reckless-destruction,113,113,0,0,64
2026-08-14T02:29:56.176061+00:00,bp01-053-elizabee-queen-of-the-flower-garden,65,65,0,0,103
2026-08-14T02:29:56.176061+00:00,bp01-054-warsect-iron-fortress,49,49,0,0,113
2026-08-14T02:29:56.176061+00:00,bp01-055-vaelet-bewitching-blossom,23,23,0,0,139
2026-08-14T02:29:56.176061+00:00,bp01-056-lifmunk-promising-newbie,9,9,0,0,149
2026-08-14T02:29:56.176061+00:00,bp01-057-dumud-mellow-bounty,104,104,0,0,70
2026-08-14T02:29:56.176061+00:00,bp01-058-gumoss-curious-sprout,54,54,0,0,110
2026-08-14T02:29:56.176061+00:00,bp01-059-digtoise-keen-needleback,94,94,0,0,73
2026-08-14T02:29:56.176061+00:00,bp01-060-tanzee-cheerful-worker,79,79,0,0,89
2026-08-14T02:29:56.176061+00:00,bp01-062-wumpo-botan-tropical-sentinel,118,118,0,0,61
2026-08-14T02:29:56.176061+00:00,bp01-064-cola-vending-machine,49,49,0,0,114
2026-08-14T02:29:56.176061+00:00,bp01-065-feed-box,109,109,0,0,68
2026-08-14T02:29:56.176061+00:00,bp01-067-no-pals-beyond-sign,17,17,0,0,143
2026-08-14T02:29:56.176061+00:00,bp01-068-digtoise-s-headband,47,47,0,0,117
2026-08-14T02:29:56.176061+00:00,bp01-069-farming-hat,30,30,0,0,133
2026-08-14T02:29:56.176061+00:00,bp01-070-lily-s-strategy,225,225,0,0,19
2026-08-14T02:29:56.176061+00:00,bp01-071-found-an-egg,132,132,0,0,53
2026-08-14T02:29:56.176061+00:00,bp01-072-blessing-of-the-flower-spirit,69,69,0,0,98
2026-08-14T02:29:56.176061+00:00,bp01-073-helzephyr-wings-of-the-moonless-night,80,80,0,0,86
2026-08-14T02:29:56.176061+00:00,bp01-074-shadowbeak-seed-of-despair,195,195,0,0,29
2026-08-14T02:29:56.176061+00:00,bp01-075-katress-abyssal-sorcerer,137,137,0,0,50
2026-08-14T02:29:56.176061+00:00,bp01-076-tombat-out-of-nowhere,118,118,0,0,62
2026-08-14T02:29:56.176061+00:00,bp01-077-pyrin-noct-steed-of-azure-flames,208,208,0,0,21
2026-08-14T02:29:56.176061+00:00,bp01-078-lyleen-noct-providence-of-the-goddess,163,163,0,0,37
2026-08-14T02:29:56.176061+00:00,bp01-079-depresso-late-night-hustler,149,149,0,0,42
2026-08-14T02:29:56.176061+00:00,bp01-080-daedream-first-slumber,136,136,0,0,51
2026-08-14T02:29:56.176061+00:00,bp01-081-lovander-heartstealer,34,34,0,0,130
2026-08-14T02:29:56.176061+00:00,bp01-082-daedream-deep-slumber,143,143,0,0,45
2026-08-14T02:29:56.176061+00:00,bp01-083-vanwyrm-marauder-of-the-skies,42,42,0,0,123
2026-08-14T02:29:56.176061+00:00,bp01-084-menasting-darkness-dwelling-scorpion,202,202,0,0,24
2026-08-14T02:29:56.176061+00:00,bp01-085-maraith-twilight-messenger,183,183,0,0,31
2026-08-14T02:29:56.176061+00:00,bp01-086-nox-the-silent-one,14,14,0,0,144
2026-08-14T02:29:56.176061+00:00,bp01-087-loupmoon-glinting-moonlight,89,89,0,0,77
2026-08-14T02:29:56.176061+00:00,bp01-089-shoddy-bed,125,125,0,0,56
2026-08-14T02:29:56.176061+00:00,bp01-090-medieval-medicine-workbench,113,113,0,0,65
2026-08-14T02:29:56.176061+00:00,bp01-091-wooden-wall,82,82,0,0,83
2026-08-14T02:29:56.176061+00:00,bp01-092-viewing-cage,14,14,0,0,145
2026-08-14T02:29:56.176061+00:00,bp01-093-meat-cleaver,61,61,0,0,107
2026-08-14T02:29:56.176061+00:00,bp01-094-daedream-s-necklace,140,140,0,0,49
2026-08-14T02:29:56.176061+00:00,bp01-095-zoe-s-strategy,336,336,0,0,3
2026-08-14T02:29:56.176061+00:00,bp01-096-dark-cannon,203,203,0,0,22
2026-08-14T02:29:56.176061+00:00,bp01-097-black-marketeer,110,110,0,0,67
2026-08-14T02:29:56.176061+00:00,bp01-098-elphidran-gentle-radiance,155,155,0,0,41
2026-08-14T02:29:56.176061+00:00,bp01-100-the-adventure-begins,82,82,0,0,84
2026-08-14T02:29:56.176061+00:00,td01-001-grizzbolt-rumbling-tank,47,47,0,0,118
2026-08-14T02:29:56.176061+00:00,td01-002-jolthog-shocking-yet-innocent,33,33,0,0,131
2026-08-14T02:29:56.176061+00:00,td01-003-kelpsea-ignis-balmy-magma,29,29,0,0,134
2026-08-14T02:29:56.176061+00:00,td01-004-foxparks-a-toasty-hug,289,289,0,0,7
2026-08-14T02:29:56.176061+00:00,td01-005-arsox-burning-spoils,45,45,0,0,120
2026-08-14T02:29:56.176061+00:00,td01-006-mossanda-lux-vanguard-captain,25,25,0,0,138
2026-08-14T02:29:56.176061+00:00,td01-007-blazamut-molten-sovereign,78,78,0,0,90
2026-08-14T02:29:56.176061+00:00,td01-008-stone-pit,82,82,0,0,85
2026-08-14T02:29:56.176061+00:00,td01-009-weapon-workbench,77,77,0,0,91
2026-08-14T02:29:56.176061+00:00,td01-010-single-shot-rifle,272,272,0,0,9
2026-08-14T02:29:56.176061+00:00,td01-012-elphidran-aqua-gentle-ripples,255,255,0,0,12
2026-08-14T02:29:56.176061+00:00,td01-013-jolthog-cryst-stoic-yet-innocent,27,27,0,0,137
2026-08-14T02:29:56.176061+00:00,td01-014-pengullet-frequent-flyer,135,135,0,0,52
2026-08-14T02:29:56.176061+00:00,td01-015-hangyu-cryst-frigid-wanderer,29,29,0,0,135
2026-08-14T02:29:56.176061+00:00,td01-016-reindrix-icy-gaze,315,315,0,0,5
2026-08-14T02:29:56.176061+00:00,td01-017-suzaku-aqua-way-of-the-current,48,48,0,0,116
2026-08-14T02:29:56.176061+00:00,td01-018-mammorest-cryst-roar-of-the-tundra,65,65,0,0,104
2026-08-14T02:29:56.176061+00:00,td01-019-antique-wooden-chair,68,68,0,0,101
2026-08-14T02:29:56.176061+00:00,td01-020-primitive-workbench,49,49,0,0,115
2026-08-14T02:29:56.176061+00:00,td01-021-single-shot-sphere-launcher,73,73,0,0,94
2026-08-14T02:29:56.176061+00:00,td01-022-crystal-breath,125,125,0,0,57
2026-08-14T02:29:56.176061+00:00,td01-023-lamball-my-first-pal,141,141,0,0,48
2026-08-14T02:29:56.176061+00:00,td01-024-ribbuny-little-princess,43,43,0,0,122
2026-08-14T02:29:56.176061+00:00,td01-soul,760,760,0,0,1
2026-08-14T02:29:56.176061+00:00,td02-001-mossanda-guard-captain,14,14,0,0,146
2026-08-14T02:29:56.176061+00:00,td02-002-gumoss-dreamy-seedling,20,20,0,0,141
2026-08-14T02:29:56.176061+00:00,td02-003-flopie-snack-lover,165,165,0,0,36
2026-08-14T02:29:56.176061+00:00,td02-005-eikthyrdeer-terra-guardian-of-nature,120,120,0,0,59
2026-08-14T02:29:56.176061+00:00,td02-006-broncherry-brimming-adoration,54,54,0,0,111
2026-08-14T02:29:56.176061+00:00,td02-007-mammorest-roar-of-the-wilds,36,36,0,0,129
2026-08-14T02:29:56.176061+00:00,td02-008-berry-plantation,201,201,0,0,25
2026-08-14T02:29:56.176061+00:00,td02-010-refined-metal-spear,33,33,0,0,132
2026-08-14T02:29:56.176061+00:00,td02-011-stone-blast,84,84,0,0,81
2026-08-14T02:29:56.176061+00:00,td02-012-astegon-aegis-wyvern-of-death,142,142,0,0,47
2026-08-14T02:29:56.176061+00:00,td02-014-leezpunk-treasure-bandit,232,232,0,0,17
2026-08-14T02:29:56.176061+00:00,td02-015-cawgnito-looming-shadow,37,37,0,0,128
2026-08-14T02:29:56.176061+00:00,td02-016-incineram-lurking-stalker,20,20,0,0,142
2026-08-14T02:29:56.176061+00:00,td02-017-blazehowl-noct-darkflame-defender,243,243,0,0,15
2026-08-14T02:29:56.176061+00:00,td02-018-felbat-lifestealer,74,74,0,0,93
2026-08-14T02:29:56.176061+00:00,td02-019-hanging-trap,68,68,0,0,102
2026-08-14T02:29:56.176061+00:00,td02-020-cawgnito-hat,38,38,0,0,126
2026-08-14T02:29:56.176061+00:00,td02-021-strike-from-the-darkness,353,353,0,0,2
2026-08-14T02:29:56.176061+00:00,td02-022-medical-supplies,91,91,0,0,76
2026-08-14T02:29:56.176061+00:00,td02-023-cattiva-my-first-pal,196,196,0,0,27
2026-08-14T02:29:56.176061+00:00,td02-024-chikipi-my-first-pal,146,146,0,0,44
2026-08-14T02:29:56.176061+00:00,td02-soul,238,238,0,0,16
